377789,21516,3,99
482639,33668,3,39
84526,5139,6,83
286382,42372,8,50
261829,18861,2,98
133707,10923,7,60
46813,30060,1,43
296457,46906,10,11
495607,46833,1,89
363881,12600,4,38
244253,5908,2,8
73557,3572,3,17
388634,21858,9,54
89052,23717,10,17
382770,6607,7,100
208658,40260,3,1
466572,7519,6,78
474365,33206,2,8
66157,16620,3,51
478916,27053,1,74
315356,9381,10,33
454455,49760,1,89
61367,16518,6,96
383063,24765,10,80
248351,36722,7,50
37522,45471,7,60
225941,46389,3,99
230134,3932,3,21
467940,19998,9,96
434598,541,5,6
151374,9876,1,29
240942,3785,7,4
142058,6015,7,72
494279,10935,6,28
75633,5958,7,34
23117,49804,9,19
277689,6017,7,27
214031,35969,3,21
466394,3827,1,36
109370,5422,1,94
185109,48536,5,30
273236,24321,4,19
435036,33697,6,21
153016,27181,6,12
107862,23291,1,36
240784,22608,2,67
223297,24216,2,87
101412,25093,8,78
344797,14261,6,17
203279,5716,10,43
345748,13790,6,5
325072,34641,5,30
112041,15361,10,31
57728,24259,8,45
323625,43252,7,15
314466,24551,8,35
86542,29242,6,39
401251,43946,9,80
247419,33395,5,67
378805,25706,6,59
451054,32486,1,63
124563,40963,4,6
131067,43551,8,51
497875,13281,6,17
333418,16134,6,81
457945,30380,7,64
28305,39615,2,5
374612,26078,8,18
51705,27173,4,46
26677,7452,2,14
66371,12189,2,47
291231,26898,8,1
297985,145,10,45
261617,15768,3,17
72284,5144,3,58
171619,532,2,93
367242,42929,5,73
24236,16571,10,52
267375,36524,10,83
3706,20729,7,95
41270,18764,6,62
374920,43883,3,56
262785,14723,2,46
87330,2869,9,25
198519,42203,3,30
483321,2384,5,24
19596,33187,5,37
477216,31128,3,69
264065,47636,6,12
22771,9496,3,40
149096,20428,10,94
456763,45165,6,22
443270,40346,3,41
266519,29150,1,21
82253,16915,2,52
462361,48356,2,79
133736,21069,4,84
231521,40528,10,61
403132,43752,1,40
181953,33287,3,59
227056,13299,6,4
498424,5655,6,52
478532,7784,10,41
88597,11362,5,88
31301,5433,7,19
247227,5897,9,68
498249,31928,10,91
221522,14469,3,83
471393,31890,6,7
161389,12209,5,27
418279,9048,9,74
453039,27084,6,34
244005,35521,2,40
273094,12680,8,61
170045,40295,6,57
388663,39382,9,44
79379,22621,10,51
375134,36469,2,19
173453,22337,2,69
342124,28363,5,78
353923,31610,10,88
92478,10423,3,40
410664,17401,5,17
61634,32175,8,4
321495,33607,8,50
232237,49722,3,62
270096,24397,3,38
499452,10251,4,26
327217,12880,10,28
312603,18128,8,2
114877,15213,5,68
477518,15475,6,72
380300,20473,4,12
120693,20479,5,53
12777,16480,1,48
147575,18955,1,65
350608,44221,4,39
151343,5632,5,48
33744,12875,8,34
14049,37851,6,10
486566,11465,2,51
190543,15919,8,4
207223,38,2,29
287136,22922,8,85
195987,30193,1,86
147364,15765,8,97
388022,24198,7,3
226124,2608,6,77
281577,1094,7,63
77482,39115,9,43
206617,43097,8,44
835,42380,1,33
343937,18217,7,100
110720,47489,4,22
56840,22809,8,88
145415,7693,7,18
386797,35160,3,88
210129,20341,8,69
151823,21432,3,87
362137,47524,10,14
206449,49995,3,12
76836,7958,8,93
217697,2092,4,43
499064,11694,6,77
363416,19219,9,24
265800,29423,8,78
143166,3215,1,20
325857,25496,4,3
382764,14695,5,98
344007,38825,2,41
419387,9150,8,13
311436,46500,8,57
120039,39315,5,22
97294,42800,9,33
263273,44964,5,16
30919,28832,2,58
465070,18230,8,96
49854,48880,10,28
408663,1547,10,43
178683,49599,2,13
403270,18351,10,11
212026,9536,3,33
205242,14887,3,4
64480,34760,7,7
157606,1437,3,25
439702,17124,8,82
433843,20502,4,44
134822,6898,4,10
247475,17337,2,57
120993,26680,10,60
379383,10671,7,61
381803,24298,3,20
447091,21722,1,88
32438,28879,3,44
466482,38031,5,70
368443,22036,10,67
234976,6940,1,45
252621,45940,1,12
346862,1987,10,70
307952,9685,2,65
2021,11284,6,40
154113,22304,7,44
102873,43533,5,98
169518,43242,7,40
462287,40971,5,1
177701,35009,5,4
138762,8045,6,35
53123,38074,6,99
278882,43469,1,49
88400,17747,6,67
120684,16946,4,62
72321,42030,4,65
266388,37366,10,52
214954,11232,6,3
136988,2871,3,40
27328,22809,7,88
193535,40994,8,50
368987,31978,2,98
182997,8589,3,21
246395,13468,7,41
324823,23575,7,4
42199,657,5,61
492340,7984,9,90
57422,21961,2,60
258435,26536,6,17
316399,41720,8,87
77918,38594,8,15
176787,33872,8,82
169424,43760,6,72
338079,1049,10,10
70502,48662,10,59
167327,46462,6,71
96456,10720,7,25
267447,47777,7,17
450547,25363,4,44
4261,10890,8,9
29994,4445,5,16
489937,34206,10,28
355910,29149,8,18
152589,10898,9,55
248346,17826,4,88
148567,27724,9,77
347330,9241,5,65
98905,14458,10,66
405345,1703,10,55
461782,43782,2,6
291597,16453,10,76
91966,49550,3,57
76183,9396,7,63
263466,1361,9,75
45723,4153,6,79
32514,35733,8,84
207044,4285,5,2
316751,26172,1,73
337170,199,4,97
285279,29646,3,86
35310,34899,7,81
108746,18939,10,65
318608,3410,2,23
217980,46351,7,47
118996,13339,5,4
105210,41547,1,18
336882,29830,5,4
133643,43632,1,40
76705,10950,6,18
25607,19048,6,56
174199,47692,6,83
116395,38079,6,4
302659,19078,7,77
217997,31682,3,99
227177,37744,9,66
479620,18502,2,27
319747,41905,6,81
146477,38901,8,9
438404,27354,9,50
245153,16143,8,27
126775,15229,7,40
319705,14095,9,11
39927,42205,8,26
410422,46176,6,91
310715,3615,2,40
241281,34435,6,34
234832,45495,9,17
252983,24106,9,8
125862,6872,1,60
39975,5396,10,95
415165,31694,2,79
69178,851,5,40
318560,16789,4,47
353891,8838,3,22
325621,49563,5,81
226705,9821,2,25
241176,39803,1,31
195292,48902,6,88
109885,29758,3,37
290543,2886,6,51
48699,32020,7,82
63820,24737,1,37
263920,43750,7,20
7198,13575,4,74
412872,15858,4,37
394966,6233,8,92
380478,29507,6,27
485121,17745,4,5
468233,19414,6,11
168752,29436,3,3
27582,12130,3,1
338900,15129,8,24
160132,7028,7,79
336623,34470,1,5
398567,3996,10,24
270469,46125,1,6
214582,47822,7,63
287035,4238,8,63
169920,19251,6,96
346710,14039,2,7
248585,29011,1,6
345528,40950,9,43
5792,1922,4,94
191321,48855,1,7
207812,5659,3,32
350998,34243,4,8
319512,15225,9,91
199376,29861,8,3
